matplotlib.font_manager,findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0 to DejaVu Sans ('C:\\Users\\Axel\\Anaconda3\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000
matplotlib.font_manager,findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=30.0 to DejaVu Sans ('C:\\Users\\Axel\\Anaconda3\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,0,0.1600831600831601,0.12863070539419086,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.004428844661121138
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,1,0.1787941787941788,0.18672199170124482,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.0009701877952420467
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,2,0.18607068607068608,0.14522821576763487,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.004024359192621322
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,3,0.21101871101871103,0.22406639004149378,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.010784121412307767
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,4,0.23492723492723494,0.24896265560165975,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.004336504956734006
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,5,0.23492723492723494,0.24896265560165975,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.008584811715761195
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,6,0.26195426195426197,0.26556016597510373,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.009254154508608874
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,7,0.26195426195426197,0.26556016597510373,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.005788776383167785
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,8,0.26195426195426197,0.26556016597510373,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.009271471149741167
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,9,0.26195426195426197,0.26556016597510373,20,tournament_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.011345428892607458
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,0,0.09563409563409564,0.0995850622406639,20,ball_mutation,1.8,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,1,0.08316008316008316,0.0912863070539419,20,ball_mutation,1.62,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,2,0.07484407484407485,0.08713692946058091,20,ball_mutation,1.4580000000000002,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,3,0.09563409563409564,0.0912863070539419,20,ball_mutation,1.3122000000000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,4,0.08627858627858628,0.0912863070539419,20,ball_mutation,1.1809800000000004,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,5,0.079002079002079,0.0912863070539419,20,ball_mutation,1.0628820000000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,6,0.0997920997920998,0.0954356846473029,20,ball_mutation,0.9565938000000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,7,0.10395010395010396,0.11203319502074689,20,ball_mutation,0.8609344200000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,8,0.079002079002079,0.08713692946058091,20,ball_mutation,0.7748409780000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,9,0.09147609147609148,0.08713692946058091,20,ball_mutation,0.6973568802000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,0,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.018161195873049527
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,1,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.0038191218472230903
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,2,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.0037211960733926283
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,3,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.0032834282173227498
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,4,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.004141246979801559
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,5,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.0042288028612399026
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,6,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.0009123158581842549
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,7,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.010556810849539997
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,8,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,0.0058839511759037275
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.genetic_algorithm,9,0.13617463617463618,0.13692946058091288,20,roulette_selection,one_point_crossover,0.5,ball_mutation,None,None,0.9,-0.002921018022137455
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,0,0.11850311850311851,0.13278008298755187,20,ball_mutation,1.8,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,1,0.104989604989605,0.12863070539419086,20,ball_mutation,1.62,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,2,0.10187110187110188,0.12448132780082988,20,ball_mutation,1.4580000000000002,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,3,0.056133056133056136,0.07883817427385892,20,ball_mutation,1.3122000000000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,4,0.0841995841995842,0.07468879668049792,20,ball_mutation,1.1809800000000004,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,5,0.10083160083160084,0.0995850622406639,20,ball_mutation,1.0628820000000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,6,0.09667359667359668,0.11203319502074689,20,ball_mutation,0.9565938000000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,7,0.09771309771309772,0.11203319502074689,20,ball_mutation,0.8609344200000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,8,0.09251559251559252,0.0912863070539419,20,ball_mutation,0.7748409780000003,0.9
<class 'problems.ANNOP.ANNOP'>,1306107341992,algorithms.simulated_annealing,9,0.04573804573804574,0.04564315352697095,20,ball_mutation,0.6973568802000003,0.9
